"No.","Time","Source","Destination","Protocol","Length","Info"
"11168","120.506979002","213.172.234.40","192.168.1.107","TCP","174","7778  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11169","120.507575170","RealtekU_12:35:02","Broadcast","ARP","60","Who has 213.172.234.40? Tell 10.0.2.2"
"11170","120.507671943","228.20.250.243","192.168.1.107","TCP","174","7779  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11171","120.508006104","155.48.139.223","192.168.1.107","TCP","174","7780  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11172","120.508454137","RealtekU_12:35:02","Broadcast","ARP","60","Who has 155.48.139.223? Tell 10.0.2.2"
"11173","120.572387669","169.148.162.67","192.168.1.107","TCP","174","7781  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11174","120.572920211","RealtekU_12:35:02","Broadcast","ARP","60","Who has 169.148.162.67? Tell 10.0.2.2"
"11175","120.573334105","210.30.175.167","192.168.1.107","TCP","174","7782  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11176","120.573616475","RealtekU_12:35:02","Broadcast","ARP","60","Who has 210.30.175.167? Tell 10.0.2.2"
"11177","120.574008099","158.172.175.139","192.168.1.107","TCP","174","7783  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11178","120.574288598","RealtekU_12:35:02","Broadcast","ARP","60","Who has 158.172.175.139? Tell 10.0.2.2"
"11179","120.574696945","150.158.244.197","192.168.1.107","TCP","174","7784  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11180","120.574973954","RealtekU_12:35:02","Broadcast","ARP","60","Who has 150.158.244.197? Tell 10.0.2.2"
"11181","120.575351311","250.82.154.10","192.168.1.107","TCP","174","7785  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11182","120.575681559","84.138.121.207","192.168.1.107","TCP","174","7786  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11183","120.575958668","RealtekU_12:35:02","Broadcast","ARP","60","Who has 84.138.121.207? Tell 10.0.2.2"
"11184","120.576338452","26.127.177.167","192.168.1.107","TCP","174","7787  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11185","120.576874768","RealtekU_12:35:02","Broadcast","ARP","60","Who has 26.127.177.167? Tell 10.0.2.2"
"11186","120.658078347","41.139.138.19","192.168.1.107","TCP","174","7788  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11187","120.658923670","RealtekU_12:35:02","Broadcast","ARP","60","Who has 41.139.138.19? Tell 10.0.2.2"
"11188","120.659041241","158.189.73.167","192.168.1.107","TCP","174","7789  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11189","120.659339439","RealtekU_12:35:02","Broadcast","ARP","60","Who has 158.189.73.167? Tell 10.0.2.2"
"11190","120.659748639","117.238.27.63","192.168.1.107","TCP","174","7790  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11191","120.660036238","RealtekU_12:35:02","Broadcast","ARP","60","Who has 117.238.27.63? Tell 10.0.2.2"
"11192","120.660458514","223.206.201.166","192.168.1.107","TCP","174","7791  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11193","120.663092206","RealtekU_12:35:02","Broadcast","ARP","60","Who has 223.206.201.166? Tell 10.0.2.2"
"11194","120.736041466","134.240.15.2","192.168.1.107","TCP","174","7792  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11195","120.736407790","20.15.249.125","192.168.1.107","TCP","174","7793  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11196","120.736933202","RealtekU_12:35:02","Broadcast","ARP","60","Who has 134.240.15.2? Tell 10.0.2.2"
"11197","120.736933323","RealtekU_12:35:02","Broadcast","ARP","60","Who has 20.15.249.125? Tell 10.0.2.2"
"11198","120.755421183","19.118.93.254","192.168.1.107","TCP","174","7794  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11199","120.756037279","RealtekU_12:35:02","Broadcast","ARP","60","Who has 19.118.93.254? Tell 10.0.2.2"
"11200","120.756172121","138.229.126.172","192.168.1.107","TCP","174","7795  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11201","120.756938042","RealtekU_12:35:02","Broadcast","ARP","60","Who has 138.229.126.172? Tell 10.0.2.2"
"11202","120.789934604","178.190.45.241","192.168.1.107","TCP","174","7796  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11203","120.790316779","73.241.26.189","192.168.1.107","TCP","174","7797  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11204","120.790650521","RealtekU_12:35:02","Broadcast","ARP","60","Who has 178.190.45.241? Tell 10.0.2.2"
"11205","120.790650645","RealtekU_12:35:02","Broadcast","ARP","60","Who has 73.241.26.189? Tell 10.0.2.2"
"11206","120.791173709","253.21.91.30","192.168.1.107","TCP","174","7798  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11207","120.791581022","214.91.71.4","192.168.1.107","TCP","174","7799  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11208","120.791875584","RealtekU_12:35:02","Broadcast","ARP","60","Who has 214.91.71.4? Tell 10.0.2.2"
"11209","120.841913393","139.241.178.166","192.168.1.107","TCP","174","7800  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11210","120.842279978","249.49.102.103","192.168.1.107","TCP","174","7801  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11211","120.842556690","RealtekU_12:35:02","Broadcast","ARP","60","Who has 139.241.178.166? Tell 10.0.2.2"
"11212","120.842650870","190.201.208.163","192.168.1.107","TCP","174","7802  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11213","120.843297737","RealtekU_12:35:02","Broadcast","ARP","60","Who has 190.201.208.163? Tell 10.0.2.2"
"11214","120.843406830","253.79.243.20","192.168.1.107","TCP","174","7803  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11215","120.843733851","150.221.34.247","192.168.1.107","TCP","174","7804  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11216","120.844016098","RealtekU_12:35:02","Broadcast","ARP","60","Who has 150.221.34.247? Tell 10.0.2.2"
"11217","120.844408959","189.19.30.216","192.168.1.107","TCP","174","7805  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11218","120.844855895","RealtekU_12:35:02","Broadcast","ARP","60","Who has 189.19.30.216? Tell 10.0.2.2"
"11219","120.901324692","32.198.172.58","192.168.1.107","TCP","174","7806  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11220","120.901654463","RealtekU_12:35:02","Broadcast","ARP","60","Who has 32.198.172.58? Tell 10.0.2.2"
"11221","120.902076837","206.248.19.211","192.168.1.107","TCP","174","7807  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11222","120.902365260","RealtekU_12:35:02","Broadcast","ARP","60","Who has 206.248.19.211? Tell 10.0.2.2"
"11223","120.902766964","73.117.150.154","192.168.1.107","TCP","174","7808  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11224","120.903054510","RealtekU_12:35:02","Broadcast","ARP","60","Who has 73.117.150.154? Tell 10.0.2.2"
"11225","120.903440023","71.251.224.213","192.168.1.107","TCP","174","7809  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11226","120.903774065","RealtekU_12:35:02","Broadcast","ARP","60","Who has 71.251.224.213? Tell 10.0.2.2"
"11227","120.904185053","163.20.217.139","192.168.1.107","TCP","174","7810  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11228","120.904475057","RealtekU_12:35:02","Broadcast","ARP","60","Who has 163.20.217.139? Tell 10.0.2.2"
"11229","120.981585454","138.10.155.63","192.168.1.107","TCP","174","7811  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11230","120.982180339","RealtekU_12:35:02","Broadcast","ARP","60","Who has 138.10.155.63? Tell 10.0.2.2"
"11231","120.982280459","206.27.150.127","192.168.1.107","TCP","174","7812  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11232","120.982941752","RealtekU_12:35:02","Broadcast","ARP","60","Who has 206.27.150.127? Tell 10.0.2.2"
"11233","120.983055927","49.82.253.4","192.168.1.107","TCP","174","7813  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11234","120.983374402","RealtekU_12:35:02","Broadcast","ARP","60","Who has 49.82.253.4? Tell 10.0.2.2"
"11235","121.012281502","124.32.138.36","192.168.1.107","TCP","174","7814  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11236","121.012768743","RealtekU_12:35:02","Broadcast","ARP","60","Who has 124.32.138.36? Tell 10.0.2.2"
"11237","121.032176551","83.180.222.71","192.168.1.107","TCP","174","7815  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11238","121.032974742","RealtekU_12:35:02","Broadcast","ARP","60","Who has 83.180.222.71? Tell 10.0.2.2"
"11239","121.054959125","132.182.88.39","192.168.1.107","TCP","174","7816  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11240","121.055601137","RealtekU_12:35:02","Broadcast","ARP","60","Who has 132.182.88.39? Tell 10.0.2.2"
"11241","121.055723269","49.202.157.103","192.168.1.107","TCP","174","7817  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11242","121.056152076","RealtekU_12:35:02","Broadcast","ARP","60","Who has 49.202.157.103? Tell 10.0.2.2"
"11243","121.084156011","224.192.134.206","192.168.1.107","TCP","174","7818  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11244","121.084519662","247.30.198.95","192.168.1.107","TCP","174","7819  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11245","121.121781053","238.58.238.9","192.168.1.107","TCP","174","7820  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11246","121.122154582","222.35.125.26","192.168.1.107","TCP","174","7821  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11247","121.122711999","RealtekU_12:35:02","Broadcast","ARP","60","Who has 222.35.125.26? Tell 10.0.2.2"
"11248","121.122805671","20.136.36.180","192.168.1.107","TCP","174","7822  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11249","121.123087431","RealtekU_12:35:02","Broadcast","ARP","60","Who has 20.136.36.180? Tell 10.0.2.2"
"11250","121.123619422","204.74.70.113","192.168.1.107","TCP","174","7823  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11251","121.123892782","RealtekU_12:35:02","Broadcast","ARP","60","Who has 204.74.70.113? Tell 10.0.2.2"
"11252","121.124298662","244.233.172.206","192.168.1.107","TCP","174","7824  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11253","121.176762616","104.91.12.132","192.168.1.107","TCP","174","7825  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11254","121.177404463","RealtekU_12:35:02","Broadcast","ARP","60","Who has 104.91.12.132? Tell 10.0.2.2"
"11255","121.177524043","245.250.112.71","192.168.1.107","TCP","174","7826  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11256","121.177843893","226.197.48.8","192.168.1.107","TCP","174","7827  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11257","121.178180882","189.27.210.85","192.168.1.107","TCP","174","7828  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11258","121.178523105","RealtekU_12:35:02","Broadcast","ARP","60","Who has 189.27.210.85? Tell 10.0.2.2"
"11259","121.178984577","125.93.73.244","192.168.1.107","TCP","174","7829  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11260","121.179265183","RealtekU_12:35:02","Broadcast","ARP","60","Who has 125.93.73.244? Tell 10.0.2.2"
"11261","121.179666611","150.201.79.198","192.168.1.107","TCP","174","7830  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11262","121.179977946","RealtekU_12:35:02","Broadcast","ARP","60","Who has 150.201.79.198? Tell 10.0.2.2"
"11263","121.180408753","0.30.19.189","192.168.1.107","TCP","174","7831  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11264","121.182348162","RealtekU_12:35:02","Broadcast","ARP","60","Who has 0.30.19.189? Tell 10.0.2.2"
"11265","121.230984853","167.228.82.67","192.168.1.107","TCP","174","7832  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11266","121.231561909","RealtekU_12:35:02","Broadcast","ARP","60","Who has 167.228.82.67? Tell 10.0.2.2"
"11267","121.289035232","223.51.243.105","192.168.1.107","TCP","174","7833  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11268","121.289597780","RealtekU_12:35:02","Broadcast","ARP","60","Who has 223.51.243.105? Tell 10.0.2.2"
"11269","121.338938873","155.2.247.149","192.168.1.107","TCP","174","7834  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11270","121.339520568","RealtekU_12:35:02","Broadcast","ARP","60","Who has 155.2.247.149? Tell 10.0.2.2"
"11271","121.339621623","73.117.120.73","192.168.1.107","TCP","174","7835  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11272","121.340368663","RealtekU_12:35:02","Broadcast","ARP","60","Who has 73.117.120.73? Tell 10.0.2.2"
"11273","121.340471316","105.242.53.99","192.168.1.107","TCP","174","7836  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11274","121.341406257","RealtekU_12:35:02","Broadcast","ARP","60","Who has 105.242.53.99? Tell 10.0.2.2"
"11275","121.414279663","32.223.172.19","192.168.1.107","TCP","174","7837  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11276","121.414909193","RealtekU_12:35:02","Broadcast","ARP","60","Who has 32.223.172.19? Tell 10.0.2.2"
"11277","121.414997711","74.178.20.20","192.168.1.107","TCP","174","7838  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11278","121.415645781","RealtekU_12:35:02","Broadcast","ARP","60","Who has 74.178.20.20? Tell 10.0.2.2"
"11279","121.415738270","210.57.8.251","192.168.1.107","TCP","174","7839  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11280","121.416034817","RealtekU_12:35:02","Broadcast","ARP","60","Who has 210.57.8.251? Tell 10.0.2.2"
"11281","121.416463803","241.113.163.155","192.168.1.107","TCP","174","7840  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11282","121.523898174","125.8.244.224","192.168.1.107","TCP","174","7841  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11283","121.524786494","RealtekU_12:35:02","Broadcast","ARP","60","Who has 125.8.244.224? Tell 10.0.2.2"
"11284","121.564476532","20.74.166.125","192.168.1.107","TCP","174","7842  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11285","121.565014759","RealtekU_12:35:02","Broadcast","ARP","60","Who has 20.74.166.125? Tell 10.0.2.2"
"11286","121.586761085","239.213.15.213","192.168.1.107","TCP","174","7843  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11287","121.591569507","160.73.236.53","192.168.1.107","TCP","174","7844  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11288","121.592140066","RealtekU_12:35:02","Broadcast","ARP","60","Who has 160.73.236.53? Tell 10.0.2.2"
"11289","121.641059314","79.41.249.240","192.168.1.107","TCP","174","7845  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11290","121.641670668","RealtekU_12:35:02","Broadcast","ARP","60","Who has 79.41.249.240? Tell 10.0.2.2"
"11291","121.641816258","96.57.109.4","192.168.1.107","TCP","174","7846  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11292","121.642457022","RealtekU_12:35:02","Broadcast","ARP","60","Who has 96.57.109.4? Tell 10.0.2.2"
"11293","121.642550618","49.88.149.49","192.168.1.107","TCP","174","7847  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11294","121.642867278","RealtekU_12:35:02","Broadcast","ARP","60","Who has 49.88.149.49? Tell 10.0.2.2"
"11295","121.643242699","150.242.165.243","192.168.1.107","TCP","174","7848  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11296","121.643551905","RealtekU_12:35:02","Broadcast","ARP","60","Who has 150.242.165.243? Tell 10.0.2.2"
"11297","121.643930918","51.48.62.130","192.168.1.107","TCP","174","7849  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11298","121.644226346","RealtekU_12:35:02","Broadcast","ARP","60","Who has 51.48.62.130? Tell 10.0.2.2"
"11299","121.705378948","74.222.13.112","192.168.1.107","TCP","174","7850  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11300","121.707082362","RealtekU_12:35:02","Broadcast","ARP","60","Who has 74.222.13.112? Tell 10.0.2.2"
"11301","121.707231128","254.8.169.62","192.168.1.107","TCP","174","7851  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11302","121.707694709","240.127.204.167","192.168.1.107","TCP","174","7852  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11303","121.708026725","211.245.239.10","192.168.1.107","TCP","174","7853  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11304","121.708791929","RealtekU_12:35:02","Broadcast","ARP","60","Who has 211.245.239.10? Tell 10.0.2.2"
"11305","121.790206613","222.224.19.136","192.168.1.107","TCP","174","7854  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11306","121.790792658","RealtekU_12:35:02","Broadcast","ARP","60","Who has 222.224.19.136? Tell 10.0.2.2"
"11307","121.790894299","207.172.19.132","192.168.1.107","TCP","174","7855  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11308","121.791231696","RealtekU_12:35:02","Broadcast","ARP","60","Who has 207.172.19.132? Tell 10.0.2.2"
"11309","121.791630799","112.158.150.254","192.168.1.107","TCP","174","7856  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11310","121.791925949","RealtekU_12:35:02","Broadcast","ARP","60","Who has 112.158.150.254? Tell 10.0.2.2"
"11311","121.792302622","38.254.229.248","192.168.1.107","TCP","174","7857  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11312","121.792750449","RealtekU_12:35:02","Broadcast","ARP","60","Who has 38.254.229.248? Tell 10.0.2.2"
"11313","121.842783891","10.0.2.15","74.125.198.189","TLSv1.2","572","Application Data"
"11314","121.843450022","74.125.198.189","10.0.2.15","TCP","60","443  >  41596 [ACK] Seq=266 Ack=597 Win=65535 Len=0"
"11315","121.893578273","202.26.204.82","192.168.1.107","TCP","174","7858  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11316","121.894526171","RealtekU_12:35:02","Broadcast","ARP","60","Who has 202.26.204.82? Tell 10.0.2.2"
"11317","121.914932707","127.162.132.132","192.168.1.107","TCP","174","7859  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11318","121.915522976","RealtekU_12:35:02","Broadcast","ARP","60","Who has 127.162.132.132? Tell 10.0.2.2"
"11319","121.927400172","74.125.198.189","10.0.2.15","TLSv1.2","804","Application Data, Application Data, Application Data, Application Data"
"11320","121.927422496","10.0.2.15","74.125.198.189","TCP","54","41596  >  443 [ACK] Seq=597 Ack=1016 Win=65535 Len=0"
"11321","121.940194666","197.71.118.167","192.168.1.107","TCP","174","7860  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11322","121.941122037","RealtekU_12:35:02","Broadcast","ARP","60","Who has 197.71.118.167? Tell 10.0.2.2"
"11323","121.958241863","10.0.2.15","74.125.198.189","TLSv1.2","93","Application Data"
"11324","121.958847687","74.125.198.189","10.0.2.15","TCP","60","443  >  41596 [ACK] Seq=1016 Ack=636 Win=65535 Len=0"
"11325","122.031813707","222.240.50.2","192.168.1.107","TCP","174","7861  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11326","122.033540101","RealtekU_12:35:02","Broadcast","ARP","60","Who has 222.240.50.2? Tell 10.0.2.2"
"11327","122.033652665","166.209.206.155","192.168.1.107","TCP","174","7862  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11328","122.034128172","RealtekU_12:35:02","Broadcast","ARP","60","Who has 166.209.206.155? Tell 10.0.2.2"
"11329","122.034439010","156.150.176.165","192.168.1.107","TCP","174","7863  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11330","122.034746371","RealtekU_12:35:02","Broadcast","ARP","60","Who has 156.150.176.165? Tell 10.0.2.2"
"11331","122.035166698","62.35.167.211","192.168.1.107","TCP","174","7864  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11332","122.035537083","RealtekU_12:35:02","Broadcast","ARP","60","Who has 62.35.167.211? Tell 10.0.2.2"
"11333","122.035908458","206.209.150.198","192.168.1.107","TCP","174","7865  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11334","122.036191418","RealtekU_12:35:02","Broadcast","ARP","60","Who has 206.209.150.198? Tell 10.0.2.2"
"11335","122.104952828","49.211.30.58","192.168.1.107","TCP","174","7866  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11336","122.105476093","RealtekU_12:35:02","Broadcast","ARP","60","Who has 49.211.30.58? Tell 10.0.2.2"
"11337","122.105907687","172.177.20.107","192.168.1.107","TCP","174","7867  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11338","122.106494921","RealtekU_12:35:02","Broadcast","ARP","60","Who has 172.177.20.107? Tell 10.0.2.2"
"11339","122.106634813","51.247.160.160","192.168.1.107","TCP","174","7868  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11340","122.107030745","RealtekU_12:35:02","Broadcast","ARP","60","Who has 51.247.160.160? Tell 10.0.2.2"
"11341","122.107476113","54.167.178.243","192.168.1.107","TCP","174","7869  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11342","122.107773817","RealtekU_12:35:02","Broadcast","ARP","60","Who has 54.167.178.243? Tell 10.0.2.2"
"11343","122.108167325","211.74.57.241","192.168.1.107","TCP","174","7870  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11344","122.108467201","RealtekU_12:35:02","Broadcast","ARP","60","Who has 211.74.57.241? Tell 10.0.2.2"
"11345","122.188032663","13.223.247.243","192.168.1.107","TCP","174","7871  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11346","122.188771110","RealtekU_12:35:02","Broadcast","ARP","60","Who has 13.223.247.243? Tell 10.0.2.2"
"11347","122.212573168","218.103.144.243","192.168.1.107","TCP","174","7872  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11348","122.213104221","RealtekU_12:35:02","Broadcast","ARP","60","Who has 218.103.144.243? Tell 10.0.2.2"
"11349","122.213200996","150.242.121.211","192.168.1.107","TCP","174","7873  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11350","122.213798840","RealtekU_12:35:02","Broadcast","ARP","60","Who has 150.242.121.211? Tell 10.0.2.2"
"11351","122.213891202","160.165.130.172","192.168.1.107","TCP","174","7874  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11352","122.214214961","RealtekU_12:35:02","Broadcast","ARP","60","Who has 160.165.130.172? Tell 10.0.2.2"
"11353","122.214632280","147.229.213.26","192.168.1.107","TCP","174","7875  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11354","122.214892570","RealtekU_12:35:02","Broadcast","ARP","60","Who has 147.229.213.26? Tell 10.0.2.2"
"11355","122.215276611","49.53.31.70","192.168.1.107","TCP","174","7876  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11356","122.215578909","RealtekU_12:35:02","Broadcast","ARP","60","Who has 49.53.31.70? Tell 10.0.2.2"
"11357","122.215960455","127.166.211.248","192.168.1.107","TCP","174","7877  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11358","122.216491359","RealtekU_12:35:02","Broadcast","ARP","60","Who has 127.166.211.248? Tell 10.0.2.2"
"11359","122.319460263","30.245.122.172","192.168.1.107","TCP","174","7878  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11360","122.320068470","RealtekU_12:35:02","Broadcast","ARP","60","Who has 30.245.122.172? Tell 10.0.2.2"
"11361","122.320167234","27.165.51.211","192.168.1.107","TCP","174","7879  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11362","122.320983424","RealtekU_12:35:02","Broadcast","ARP","60","Who has 27.165.51.211? Tell 10.0.2.2"
"11363","122.339510242","9.31.34.217","192.168.1.107","TCP","174","7880  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11364","122.339982086","RealtekU_12:35:02","Broadcast","ARP","60","Who has 9.31.34.217? Tell 10.0.2.2"
"11365","122.418912933","149.127.199.49","192.168.1.107","TCP","174","7881  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11366","122.419610230","RealtekU_12:35:02","Broadcast","ARP","60","Who has 149.127.199.49? Tell 10.0.2.2"
"11367","122.419730086","40.238.148.86","192.168.1.107","TCP","174","7882  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"11368","122.420372877","RealtekU_12:35:02","Broadcast","ARP","60","Who has 40.238.148.86? Tell 10.0.2.2"
"11369","122.420464590","63.229.242.26","192.168.1.107","TCP","174","7883  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
