"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000000","74.125.198.189","10.0.2.15","TLSv1.2","106","Application Data"
"2","0.000027703","10.0.2.15","74.125.198.189","TCP","54","41596  >  443 [ACK] Seq=1 Ack=53 Win=65535 Len=0"
"3","25.559207546","74.125.198.189","10.0.2.15","TLSv1.2","106","Application Data"
"4","25.559228903","10.0.2.15","74.125.198.189","TCP","54","41596  >  443 [ACK] Seq=1 Ack=105 Win=65535 Len=0"
"5","30.576924072","PcsCompu_55:da:e5","RealtekU_12:35:02","ARP","42","Who has 10.0.2.2? Tell 10.0.2.15"
"6","30.577275066","RealtekU_12:35:02","PcsCompu_55:da:e5","ARP","60","10.0.2.2 is at 52:54:00:12:35:02"
"7","50.699835597","74.125.198.189","10.0.2.15","TLSv1.2","176","Application Data, Application Data, Application Data"
"8","50.699853169","10.0.2.15","74.125.198.189","TCP","54","41596  >  443 [ACK] Seq=1 Ack=227 Win=65535 Len=0"
"9","51.854067924","10.0.2.15","74.125.198.189","TLSv1.2","93","Application Data"
"10","51.854797050","74.125.198.189","10.0.2.15","TCP","60","443  >  41596 [ACK] Seq=227 Ack=40 Win=65535 Len=0"
"11","65.144160046","45.253.218.19","192.168.1.107","TCP","174","1679  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"12","65.144475105","RealtekU_12:35:02","Broadcast","ARP","60","Who has 45.253.218.19? Tell 10.0.2.2"
"13","65.153466609","117.2.122.48","192.168.1.107","TCP","174","1680  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"14","65.153956423","RealtekU_12:35:02","Broadcast","ARP","60","Who has 117.2.122.48? Tell 10.0.2.2"
"15","65.154080825","221.160.158.33","192.168.1.107","TCP","174","1681  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"16","65.154446139","RealtekU_12:35:02","Broadcast","ARP","60","Who has 221.160.158.33? Tell 10.0.2.2"
"17","65.154572784","72.103.15.155","192.168.1.107","TCP","174","1682  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"18","65.155019548","RealtekU_12:35:02","Broadcast","ARP","60","Who has 72.103.15.155? Tell 10.0.2.2"
"19","65.155193215","0.57.83.50","192.168.1.107","TCP","174","1683  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"20","65.155531762","RealtekU_12:35:02","Broadcast","ARP","60","Who has 0.57.83.50? Tell 10.0.2.2"
"21","65.155657418","163.166.48.91","192.168.1.107","TCP","174","1684  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"22","65.155972849","RealtekU_12:35:02","Broadcast","ARP","60","Who has 163.166.48.91? Tell 10.0.2.2"
"23","65.156082924","221.136.152.207","192.168.1.107","TCP","174","1685  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"24","65.156384534","RealtekU_12:35:02","Broadcast","ARP","60","Who has 221.136.152.207? Tell 10.0.2.2"
"25","65.156480311","218.39.202.40","192.168.1.107","TCP","174","1686  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"26","65.157103039","RealtekU_12:35:02","Broadcast","ARP","60","Who has 218.39.202.40? Tell 10.0.2.2"
"27","65.178065634","95.15.73.3","192.168.1.107","TCP","174","1687  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"28","65.178828321","RealtekU_12:35:02","Broadcast","ARP","60","Who has 95.15.73.3? Tell 10.0.2.2"
"29","65.193332995","15.160.197.91","192.168.1.107","TCP","174","1688  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"30","65.193643930","RealtekU_12:35:02","Broadcast","ARP","60","Who has 15.160.197.91? Tell 10.0.2.2"
"31","65.193790780","72.202.51.141","192.168.1.107","TCP","174","1689  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"32","65.194149934","RealtekU_12:35:02","Broadcast","ARP","60","Who has 72.202.51.141? Tell 10.0.2.2"
"33","65.194247933","49.224.218.102","192.168.1.107","TCP","174","1690  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"34","65.194532269","RealtekU_12:35:02","Broadcast","ARP","60","Who has 49.224.218.102? Tell 10.0.2.2"
"35","65.194629514","79.96.127.45","192.168.1.107","TCP","174","1691  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"36","65.194972383","RealtekU_12:35:02","Broadcast","ARP","60","Who has 79.96.127.45? Tell 10.0.2.2"
"37","65.195113565","243.39.154.103","192.168.1.107","TCP","174","1692  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"38","65.195426790","36.8.249.236","192.168.1.107","TCP","174","1693  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"39","65.195796869","20.247.71.238","192.168.1.107","TCP","174","1694  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"40","65.196087106","4.157.208.140","192.168.1.107","TCP","174","1695  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"41","65.196372887","45.88.248.3","192.168.1.107","TCP","174","1696  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"42","65.197503891","189.192.190.51","192.168.1.107","TCP","174","1697  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"43","65.198185652","RealtekU_12:35:02","Broadcast","ARP","60","Who has 36.8.249.236? Tell 10.0.2.2"
"44","65.198185770","RealtekU_12:35:02","Broadcast","ARP","60","Who has 20.247.71.238? Tell 10.0.2.2"
"45","65.198185808","RealtekU_12:35:02","Broadcast","ARP","60","Who has 4.157.208.140? Tell 10.0.2.2"
"46","65.198185836","RealtekU_12:35:02","Broadcast","ARP","60","Who has 45.88.248.3? Tell 10.0.2.2"
"47","65.198185864","RealtekU_12:35:02","Broadcast","ARP","60","Who has 189.192.190.51? Tell 10.0.2.2"
"48","65.225046848","234.19.57.247","192.168.1.107","TCP","174","1698  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"49","65.225413477","190.0.20.72","192.168.1.107","TCP","174","1699  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"50","65.225712995","RealtekU_12:35:02","Broadcast","ARP","60","Who has 190.0.20.72? Tell 10.0.2.2"
"51","65.225811595","35.230.158.70","192.168.1.107","TCP","174","1700  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"52","65.226105601","RealtekU_12:35:02","Broadcast","ARP","60","Who has 35.230.158.70? Tell 10.0.2.2"
"53","65.226202639","93.243.50.49","192.168.1.107","TCP","174","1701  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"54","65.226491243","RealtekU_12:35:02","Broadcast","ARP","60","Who has 93.243.50.49? Tell 10.0.2.2"
"55","65.226587208","36.238.74.103","192.168.1.107","TCP","174","1702  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"56","65.226847860","RealtekU_12:35:02","Broadcast","ARP","60","Who has 36.238.74.103? Tell 10.0.2.2"
"57","65.226949577","74.206.223.208","192.168.1.107","TCP","174","1703  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"58","65.227234873","RealtekU_12:35:02","Broadcast","ARP","60","Who has 74.206.223.208? Tell 10.0.2.2"
"59","65.227330585","19.82.71.229","192.168.1.107","TCP","174","1704  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"60","65.227617253","RealtekU_12:35:02","Broadcast","ARP","60","Who has 19.82.71.229? Tell 10.0.2.2"
"61","65.227713473","39.21.95.115","192.168.1.107","TCP","174","1705  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"62","65.228068627","RealtekU_12:35:02","Broadcast","ARP","60","Who has 39.21.95.115? Tell 10.0.2.2"
"63","65.228164116","206.8.72.247","192.168.1.107","TCP","174","1706  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"64","65.228448642","RealtekU_12:35:02","Broadcast","ARP","60","Who has 206.8.72.247? Tell 10.0.2.2"
"65","65.228543600","150.247.178.152","192.168.1.107","TCP","174","1707  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"66","65.229059037","RealtekU_12:35:02","Broadcast","ARP","60","Who has 150.247.178.152? Tell 10.0.2.2"
"67","65.252173975","254.150.121.49","192.168.1.107","TCP","174","1708  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"68","65.255294316","241.176.57.150","192.168.1.107","TCP","174","1709  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"69","65.257834178","57.238.238.15","192.168.1.107","TCP","174","1710  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"70","65.258470884","RealtekU_12:35:02","Broadcast","ARP","60","Who has 57.238.238.15? Tell 10.0.2.2"
"71","65.259042015","167.79.241.112","192.168.1.107","TCP","174","1711  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"72","65.259632269","RealtekU_12:35:02","Broadcast","ARP","60","Who has 167.79.241.112? Tell 10.0.2.2"
"73","65.262577517","216.213.93.72","192.168.1.107","TCP","174","1712  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"74","65.262868242","RealtekU_12:35:02","Broadcast","ARP","60","Who has 216.213.93.72? Tell 10.0.2.2"
"75","65.279899437","62.238.165.206","192.168.1.107","TCP","174","1713  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"76","65.280217310","RealtekU_12:35:02","Broadcast","ARP","60","Who has 62.238.165.206? Tell 10.0.2.2"
"77","65.320507366","83.248.228.238","192.168.1.107","TCP","174","1714  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"78","65.320999129","RealtekU_12:35:02","Broadcast","ARP","60","Who has 83.248.228.238? Tell 10.0.2.2"
"79","65.323691702","242.165.37.241","192.168.1.107","TCP","174","1715  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"80","65.375398649","183.102.50.49","192.168.1.107","TCP","174","1716  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"81","65.375718855","RealtekU_12:35:02","Broadcast","ARP","60","Who has 183.102.50.49? Tell 10.0.2.2"
"82","65.391668838","3.213.218.198","192.168.1.107","TCP","174","1717  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"83","65.392016749","RealtekU_12:35:02","Broadcast","ARP","60","Who has 3.213.218.198? Tell 10.0.2.2"
"84","65.402478924","248.201.49.88","192.168.1.107","TCP","174","1718  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"85","65.402830367","158.4.20.109","192.168.1.107","TCP","174","1719  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"86","65.403214329","RealtekU_12:35:02","Broadcast","ARP","60","Who has 158.4.20.109? Tell 10.0.2.2"
"87","65.403349930","178.62.73.247","192.168.1.107","TCP","174","1720  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"88","65.403824046","RealtekU_12:35:02","Broadcast","ARP","60","Who has 178.62.73.247? Tell 10.0.2.2"
"89","65.414641081","223.209.244.139","192.168.1.107","TCP","174","1721  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"90","65.415265386","RealtekU_12:35:02","Broadcast","ARP","60","Who has 223.209.244.139? Tell 10.0.2.2"
"91","65.424561716","79.53.190.201","192.168.1.107","TCP","174","1722  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"92","65.425083602","RealtekU_12:35:02","Broadcast","ARP","60","Who has 79.53.190.201? Tell 10.0.2.2"
"93","65.434324563","117.217.248.158","192.168.1.107","TCP","174","1723  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"94","65.434662133","RealtekU_12:35:02","Broadcast","ARP","60","Who has 117.217.248.158? Tell 10.0.2.2"
"95","65.463302045","201.241.71.38","192.168.1.107","TCP","174","1724  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"96","65.464513371","RealtekU_12:35:02","Broadcast","ARP","60","Who has 201.241.71.38? Tell 10.0.2.2"
"97","65.500196377","0.33.243.245","192.168.1.107","TCP","174","1725  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"98","65.500891767","RealtekU_12:35:02","Broadcast","ARP","60","Who has 0.33.243.245? Tell 10.0.2.2"
"99","65.558403207","221.115.254.155","192.168.1.107","TCP","174","1726  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"100","65.558741580","RealtekU_12:35:02","Broadcast","ARP","60","Who has 221.115.254.155? Tell 10.0.2.2"
"101","65.615630924","156.122.218.144","192.168.1.107","TCP","174","1727  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"102","65.615966948","RealtekU_12:35:02","Broadcast","ARP","60","Who has 156.122.218.144? Tell 10.0.2.2"
"103","65.616072109","73.48.245.45","192.168.1.107","TCP","174","1728  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"104","65.616361610","RealtekU_12:35:02","Broadcast","ARP","60","Who has 73.48.245.45? Tell 10.0.2.2"
"105","65.616458173","201.243.208.103","192.168.1.107","TCP","174","1729  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"106","65.616976778","RealtekU_12:35:02","Broadcast","ARP","60","Who has 201.243.208.103? Tell 10.0.2.2"
"107","65.631211995","88.150.19.206","192.168.1.107","TCP","174","1730  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"108","65.631597278","RealtekU_12:35:02","Broadcast","ARP","60","Who has 88.150.19.206? Tell 10.0.2.2"
"109","65.631702918","211.127.166.190","192.168.1.107","TCP","174","1731  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"110","65.632087173","RealtekU_12:35:02","Broadcast","ARP","60","Who has 211.127.166.190? Tell 10.0.2.2"
"111","65.632241304","103.242.134.209","192.168.1.107","TCP","174","1732  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"112","65.632823020","RealtekU_12:35:02","Broadcast","ARP","60","Who has 103.242.134.209? Tell 10.0.2.2"
"113","65.648300602","150.199.88.166","192.168.1.107","TCP","174","1733  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"114","65.648901493","RealtekU_12:35:02","Broadcast","ARP","60","Who has 150.199.88.166? Tell 10.0.2.2"
"115","65.659572923","228.115.150.113","192.168.1.107","TCP","174","1734  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"116","65.659922519","37.229.238.232","192.168.1.107","TCP","174","1735  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"117","65.660268897","RealtekU_12:35:02","Broadcast","ARP","60","Who has 37.229.238.232? Tell 10.0.2.2"
"118","65.669128045","113.15.40.236","192.168.1.107","TCP","174","1736  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"119","65.669719289","RealtekU_12:35:02","Broadcast","ARP","60","Who has 113.15.40.236? Tell 10.0.2.2"
"120","65.678418821","120.20.126.253","192.168.1.107","TCP","174","1737  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"121","65.678771516","RealtekU_12:35:02","Broadcast","ARP","60","Who has 120.20.126.253? Tell 10.0.2.2"
"122","65.678876877","172.249.175.197","192.168.1.107","TCP","174","1738  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"123","65.679241735","RealtekU_12:35:02","Broadcast","ARP","60","Who has 172.249.175.197? Tell 10.0.2.2"
"124","65.679375282","37.201.229.248","192.168.1.107","TCP","174","1739  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"125","65.679693721","RealtekU_12:35:02","Broadcast","ARP","60","Who has 37.201.229.248? Tell 10.0.2.2"
"126","65.679792844","91.117.139.154","192.168.1.107","TCP","174","1740  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"127","65.680164901","RealtekU_12:35:02","Broadcast","ARP","60","Who has 91.117.139.154? Tell 10.0.2.2"
"128","65.680294606","113.127.254.115","192.168.1.107","TCP","174","1741  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"129","65.680821544","RealtekU_12:35:02","Broadcast","ARP","60","Who has 113.127.254.115? Tell 10.0.2.2"
"130","65.736965346","126.99.53.93","192.168.1.107","TCP","174","1742  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"131","65.737298179","RealtekU_12:35:02","Broadcast","ARP","60","Who has 126.99.53.93? Tell 10.0.2.2"
"132","65.737424801","118.221.79.12","192.168.1.107","TCP","174","1743  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"133","65.737725230","RealtekU_12:35:02","Broadcast","ARP","60","Who has 118.221.79.12? Tell 10.0.2.2"
"134","65.737820801","253.103.117.10","192.168.1.107","TCP","174","1744  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"135","65.738147347","184.213.247.103","192.168.1.107","TCP","174","1745  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"136","65.738431413","RealtekU_12:35:02","Broadcast","ARP","60","Who has 184.213.247.103? Tell 10.0.2.2"
"137","65.738539615","169.73.150.224","192.168.1.107","TCP","174","1746  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"138","65.738842469","RealtekU_12:35:02","Broadcast","ARP","60","Who has 169.73.150.224? Tell 10.0.2.2"
"139","65.738936908","65.206.53.172","192.168.1.107","TCP","174","1747  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"140","65.739220101","RealtekU_12:35:02","Broadcast","ARP","60","Who has 65.206.53.172? Tell 10.0.2.2"
"141","65.739314755","166.48.172.162","192.168.1.107","TCP","174","1748  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"142","65.739616812","RealtekU_12:35:02","Broadcast","ARP","60","Who has 166.48.172.162? Tell 10.0.2.2"
"143","65.739749406","50.117.240.251","192.168.1.107","TCP","174","1749  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"144","65.740043909","RealtekU_12:35:02","Broadcast","ARP","60","Who has 50.117.240.251? Tell 10.0.2.2"
"145","65.740155382","243.165.148.240","192.168.1.107","TCP","174","1750  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"146","65.740480228","222.95.36.183","192.168.1.107","TCP","174","1751  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"147","65.741026335","RealtekU_12:35:02","Broadcast","ARP","60","Who has 222.95.36.183? Tell 10.0.2.2"
"148","65.771667026","26.26.51.30","192.168.1.107","TCP","174","1752  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"149","65.772058113","RealtekU_12:35:02","Broadcast","ARP","60","Who has 26.26.51.30? Tell 10.0.2.2"
"150","65.772447105","241.83.76.229","192.168.1.107","TCP","174","1753  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"151","65.797986703","222.72.109.156","192.168.1.107","TCP","174","1754  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"152","65.798317847","RealtekU_12:35:02","Broadcast","ARP","60","Who has 222.72.109.156? Tell 10.0.2.2"
"153","65.798419260","160.19.15.150","192.168.1.107","TCP","174","1755  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"154","65.798678210","RealtekU_12:35:02","Broadcast","ARP","60","Who has 160.19.15.150? Tell 10.0.2.2"
"155","65.798773368","250.8.91.158","192.168.1.107","TCP","174","1756  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"156","65.799072063","104.136.63.139","192.168.1.107","TCP","174","1757  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"157","65.799425972","RealtekU_12:35:02","Broadcast","ARP","60","Who has 104.136.63.139? Tell 10.0.2.2"
"158","65.799519366","12.49.234.224","192.168.1.107","TCP","174","1758  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"159","65.799836925","RealtekU_12:35:02","Broadcast","ARP","60","Who has 12.49.234.224? Tell 10.0.2.2"
"160","65.800293216","9.31.113.189","192.168.1.107","TCP","174","1759  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"161","65.800760324","RealtekU_12:35:02","Broadcast","ARP","60","Who has 9.31.113.189? Tell 10.0.2.2"
"162","65.845090439","113.20.165.118","192.168.1.107","TCP","174","1760  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"163","65.845423555","RealtekU_12:35:02","Broadcast","ARP","60","Who has 113.20.165.118? Tell 10.0.2.2"
"164","65.845534999","136.250.190.65","192.168.1.107","TCP","174","1761  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"165","65.845823371","RealtekU_12:35:02","Broadcast","ARP","60","Who has 136.250.190.65? Tell 10.0.2.2"
"166","65.845919124","31.93.96.178","192.168.1.107","TCP","174","1762  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"167","65.846266354","RealtekU_12:35:02","Broadcast","ARP","60","Who has 31.93.96.178? Tell 10.0.2.2"
"168","65.846361252","38.36.13.221","192.168.1.107","TCP","174","1763  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"169","65.846649222","RealtekU_12:35:02","Broadcast","ARP","60","Who has 38.36.13.221? Tell 10.0.2.2"
"170","65.846749825","176.198.226.218","192.168.1.107","TCP","174","1764  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"171","65.847039832","RealtekU_12:35:02","Broadcast","ARP","60","Who has 176.198.226.218? Tell 10.0.2.2"
"172","65.847134389","199.73.91.189","192.168.1.107","TCP","174","1765  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"173","65.847416758","RealtekU_12:35:02","Broadcast","ARP","60","Who has 199.73.91.189? Tell 10.0.2.2"
"174","65.847510605","240.177.222.156","192.168.1.107","TCP","174","1766  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"175","65.847829219","73.223.182.84","192.168.1.107","TCP","174","1767  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"176","65.848125864","RealtekU_12:35:02","Broadcast","ARP","60","Who has 73.223.182.84? Tell 10.0.2.2"
"177","65.848221481","189.51.107.49","192.168.1.107","TCP","174","1768  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"178","65.848512431","34.37.184.20","192.168.1.107","TCP","174","1769  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"179","65.850599758","RealtekU_12:35:02","Broadcast","ARP","60","Who has 189.51.107.49? Tell 10.0.2.2"
"180","65.850599863","RealtekU_12:35:02","Broadcast","ARP","60","Who has 34.37.184.20? Tell 10.0.2.2"
"181","65.865593831","148.184.167.158","192.168.1.107","TCP","174","1770  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"182","65.865900147","RealtekU_12:35:02","Broadcast","ARP","60","Who has 148.184.167.158? Tell 10.0.2.2"
"183","65.866340222","38.71.50.208","192.168.1.107","TCP","174","1771  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"184","65.866638178","RealtekU_12:35:02","Broadcast","ARP","60","Who has 38.71.50.208? Tell 10.0.2.2"
"185","65.866734054","95.138.158.199","192.168.1.107","TCP","174","1772  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"186","65.867019379","RealtekU_12:35:02","Broadcast","ARP","60","Who has 95.138.158.199? Tell 10.0.2.2"
"187","65.867118773","190.247.222.218","192.168.1.107","TCP","174","1773  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"188","65.867452131","RealtekU_12:35:02","Broadcast","ARP","60","Who has 190.247.222.218? Tell 10.0.2.2"
"189","65.867588578","152.120.109.109","192.168.1.107","TCP","174","1774  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"190","65.867928740","RealtekU_12:35:02","Broadcast","ARP","60","Who has 152.120.109.109? Tell 10.0.2.2"
"191","65.868024113","152.172.120.76","192.168.1.107","TCP","174","1775  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"192","65.868355593","RealtekU_12:35:02","Broadcast","ARP","60","Who has 152.172.120.76? Tell 10.0.2.2"
"193","65.879618383","138.115.180.149","192.168.1.107","TCP","174","1776  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"194","65.879979555","RealtekU_12:35:02","Broadcast","ARP","60","Who has 138.115.180.149? Tell 10.0.2.2"
"195","65.880498871","224.254.45.177","192.168.1.107","TCP","174","1777  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"196","65.886261229","140.27.218.117","192.168.1.107","TCP","174","1778  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"197","65.886676107","RealtekU_12:35:02","Broadcast","ARP","60","Who has 140.27.218.117? Tell 10.0.2.2"
"198","65.901786982","83.102.104.206","192.168.1.107","TCP","174","1779  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"199","65.902113908","RealtekU_12:35:02","Broadcast","ARP","60","Who has 83.102.104.206? Tell 10.0.2.2"
"200","65.902233424","76.9.30.234","192.168.1.107","TCP","174","1780  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"201","65.902525362","RealtekU_12:35:02","Broadcast","ARP","60","Who has 76.9.30.234? Tell 10.0.2.2"
"202","65.902620208","150.103.154.112","192.168.1.107","TCP","174","1781  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"203","65.902890634","RealtekU_12:35:02","Broadcast","ARP","60","Who has 150.103.154.112? Tell 10.0.2.2"
"204","65.902985272","156.30.189.125","192.168.1.107","TCP","174","1782  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
"205","65.903269759","RealtekU_12:35:02","Broadcast","ARP","60","Who has 156.30.189.125? Tell 10.0.2.2"
"206","65.903364350","154.139.232.245","192.168.1.107","TCP","174","1783  >  80 [<None>] Seq=1 Win=512 Len=120 [TCP segment of a reassembled PDU]"
